Accession	Description	GeneName	Peptides	PSMs	AAs	MW.kDA	pI	QuantifyingPSMs	T25	T41	T44	T47	T50	T53	T56	T59	T63	T67
P55072	0	0	50	0	0	0	0	0	0.9999999999999962	1.0157703357733656	1.0163801052374497	1.0274821399729555	1.0329715291892718	0.9172152546708082	0.7935684540136844	0.7153963553096441	0.8581670807379157	0.5552830609252639
P07900	0	0	37	0	0	0	0	0	0.9999999999999962	0.988332019373932	1.016009756314228	1.0524824177325873	0.9844101047767454	0.6770127510899424	0.4246770255571945	0.26433609632341476	0.23059355994617864	0.2065146292595667
Q14315	0	0	62	0	0	0	0	0	0.9999999999999962	0.8234564018570194	0.8442821728263316	0.8567999092675294	0.7715526432374519	0.6973745092811554	0.5049622383591404	0.318329532643448	0.1985895140605401	0.16128238397764064
P78371	0	0	38	0	0	0	0	0	0.9999999999999962	1.023463160839567	1.043794428464814	1.1188723224978452	1.0317270182621257	0.8914496803248687	0.5550922212555267	0.23481647121384092	0.16504767347149568	0.15472630151852806
Q00610	0	0	62	0	0	0	0	0	0.9999999999999962	0.7918638069449526	0.7964939349834624	0.8796550113749823	0.43807373056786636	0.20750377133834197	0.13034463977588828	0.10003729504932955	0.07529222028422994	0.08320674392080868
P50990	0	0	39	0	0	0	0	0	0.9999999999999962	1.0403422478043591	1.073934406394971	1.0970699454789614	1.0095445181351603	0.9208703388338002	0.5642050756595959	0.26183255497091174	0.17930785775349928	0.17314375622016298
P48643	0	0	38	0	0	0	0	0	0.9999999999999962	1.0392771462478405	1.0938151522912878	1.1919481974318504	1.1413047833793424	1.011626547201424	0.611586162682872	0.23208054269668782	0.18264820663675496	0.18918559052907835
P34932	0	0	40	0	0	0	0	0	0.9999999999999962	0.9784965618228492	1.0437084546076374	1.0498277196831518	0.9288082202019005	0.42686526618214793	0.24120841801805742	0.1546515063415993	0.13416039500153437	0.13782928323228327
P11021	0	0	33	0	0	0	0	0	0.9999999999999962	0.9619960926465503	1.0195053966609644	1.0463551950062553	1.0137654598455126	0.8930013870921995	0.5712495274951782	0.3875367971825382	0.28008367531365147	0.2102502775655996
P35579	0	0	55	0	0	0	0	0	0.9999999999999962	0.8417476566844486	0.8613484558596949	0.7859978859809421	0.7070950189682574	0.5050139901903608	0.261872947987513	0.18094353194214471	0.1452703396484056	0.1344479113725548
P49368	0	0	39	0	0	0	0	0	0.9999999999999962	1.035499573312648	0.9926711607776263	1.074212252579658	1.0340816839327938	0.9344288692764139	0.5677718632126149	0.23197725951239892	0.16083142857594412	0.1645761708270327
P07237	0	0	38	0	0	0	0	0	0.9999999999999962	0.9439582057836428	1.020681632399258	1.0647912698141109	1.0559356488662253	1.0000212289834394	0.8381848629180405	0.7770273679345416	0.869053074699825	0.7214948080127356
Q99832	0	0	38	0	0	0	0	0	0.9999999999999962	0.9988176286830333	1.0057193469475654	1.063639231037941	1.0180883945711707	0.9387996342545372	0.579901911668561	0.24077246817450135	0.1396148383508315	0.13848075825298764
Q09666	0	0	55	0	0	0	0	0	0.9999999999999962	0.8895242498435436	0.9162914192014381	0.9199055535636905	0.754949357188134	0.7706923877872321	0.614932927161954	0.5515913767604402	0.651999075498261	0.44827976492643035
P40926	0	0	23	0	0	0	0	0	0.9999999999999962	0.9983281026534664	1.0294802536287595	1.0811918458247907	1.0951117544664675	1.0395359689891186	0.8093312041080905	0.5668772880351988	0.1596390155955686	0.1072306233852122
P08107	0	0	32	0	0	0	0	0	0.9999999999999962	0.9667909618619367	1.0417471169428199	1.0391890647478896	0.9777364271886999	0.6575732839491811	0.2594740466244206	0.1397701208719723	0.1141939472666986	0.11605801150563246
P10809	0	0	38	0	0	0	0	0	0.9999999999999962	1.0357481607495373	0.99958213621989	0.8742756638961489	0.635080104545723	0.47564019173480104	0.31226473049086206	0.2056066956571338	0.1576742215861685	0.1587542278927622
P13796	0	0	39	0	0	0	0	0	0.9999999999999962	1.0359508551211547	1.018964989558712	1.0250683855656124	1.0844476001545784	1.091729548435479	0.9030220421743762	0.9163714456713221	1.059960582597979	0.7544444857215329
P14625	0	0	43	0	0	0	0	0	0.9999999999999962	1.0275275654327092	1.039491011767683	0.987396544865393	1.0055805203672135	0.8099941275503125	0.46771706661537	0.3005002729555751	0.2767901072401434	0.2491360539524766
O14980	0	0	38	0	0	0	0	0	0.9999999999999962	1.0955850690198754	1.045853077198743	1.0555412793106942	0.7860091724549944	0.29337907914681904	0.18107156291084586	0.1090519804780459	0.09016752244759588	0.09613980241340213
P05455	0	0	35	0	0	0	0	0	0.9999999999999962	1.0714520094255444	1.1614302842737805	1.202806206077118	1.1959955957309256	1.0509708870130243	0.607700945111455	0.28986963603933846	0.10163877419953915	0.10885242222829498
P14618	0	0	33	0	0	0	0	0	0.9999999999999962	0.9942990739648047	0.9392587210471568	0.7268475172431461	0.47733417654614996	0.34660038476371796	0.20516084022103195	0.10753931217481459	0.07356232565994555	0.08376374522249852
O60610	0	0	35	0	0	0	0	0	0.9999999999999962	0.8012996123859594	0.8336724319901563	0.859872588402172	0.6082353467767935	0.4135389060039666	0.2730876261864897	0.1974042894381896	0.14524943758447584	0.12918493794245364
P22102	0	0	41	0	0	0	0	0	0.9999999999999962	0.9951729544160237	0.9869638193358331	0.8628623621975999	0.5577115375216987	0.33351045485482106	0.20421483383984346	0.13359679887770395	0.11236949568654137	0.12111137137167015
P00558	0	0	32	0	0	0	0	0	0.9999999999999962	0.9879878213843929	1.0681845504084206	1.0899815389761096	1.0629555142850686	0.4926237660784003	0.19341235076672314	0.11065179396802098	0.08520975195072564	0.0898691093138126
P07195	0	0	20	0	0	0	0	0	0.9999999999999962	0.9930905565793116	1.0338866500009698	1.0364903232369964	1.1183573356375827	1.1520458921333372	0.9529932742452637	0.8755164910860406	0.8208987007511033	0.3405580750225905
P50991	0	0	31	0	0	0	0	0	0.9999999999999962	0.9725333316540824	0.9564034197964064	1.1112217141634442	1.0155375884864528	0.8558701198011988	0.5502090087284889	0.24805500853337242	0.15751994444763912	0.15714817466951517
Q01518	0	0	34	0	0	0	0	0	0.9999999999999962	1.0598649665499176	1.0614663075690578	1.0459259871563629	1.1498143352428938	1.177219325804853	0.4052509377001094	0.2170915705767599	0.1547658486907951	0.16560849302751438
P12270	0	0	68	0	0	0	0	0	0.9999999999999962	0.8765824054368695	0.8604358102988984	0.8806524662374084	0.8726502775532243	0.8161082995141054	0.6655892943744677	0.6608262545439977	0.535235169704576	0.3983238336937777
P37837	0	0	31	0	0	0	0	0	0.9999999999999962	0.9785089911946935	1.0611139092314004	1.0279458917141875	0.7966272337695818	0.556378998693013	0.3834445158279435	0.2955373007771924	0.29152904831977694	0.2353714299123073
P07737	0	0	16	0	0	0	0	0	0.9999999999999962	1.0139805062277618	1.0215952227277159	1.0698044520447463	1.0875829046731649	1.0127650334981138	0.4285102545541792	0.1638329510782821	0.12568112440068363	0.12509599729135595
P04083	0	0	26	0	0	0	0	0	0.9999999999999962	0.9852810866388776	1.0159228376893903	1.149631930541044	0.8904147148537171	0.24584701000972872	0.12955831258759912	0.08974125261552893	0.06936797816470139	0.07423862932310636
Q14974	0	0	33	0	0	0	0	0	0.9999999999999962	1.0281748488741482	1.0179276346666266	0.9778252961725195	0.8803821326750685	0.6626171296939161	0.37501215472849764	0.21400706131263175	0.1419369581197932	0.1410522147924144
P55060	0	0	37	0	0	0	0	0	0.9999999999999962	0.9873854749026991	0.9708734812965722	0.9887541197950327	0.8656196244116083	0.33719748905420277	0.17623384038643627	0.11909734601664533	0.08775582240464935	0.092931632371867
Q8WUM4	0	0	38	0	0	0	0	0	0.9999999999999962	1.0220366513940324	1.0527942852061678	1.0057453963476168	0.6046410736893304	0.2811592552289374	0.17087623211770328	0.11677024677063584	0.08857498424342153	0.0843246829291473
Q14204	0	0	42	0	0	0	0	0	0.9999999999999962	0.9491202195212043	0.87242302238522	0.7678208903581321	0.4563432294345375	0.3121071254773008	0.2166939484384068	0.16158976941950734	0.14233807867996962	0.14424463921411376
P41250	0	0	38	0	0	0	0	0	0.9999999999999962	1.0055218406348359	1.0129345375767613	1.0174048232719592	1.0011497084138279	0.9415015423319004	0.7235296322119127	0.5589255587114558	0.2382188319350409	0.14008976377995386
Q13263	0	0	32	0	0	0	0	0	0.9999999999999962	1.0194771568995977	1.0709801179181482	1.0154660473705335	0.870763406770065	0.6991285662789548	0.4687159899383915	0.3401298155939289	0.28923280729663303	0.24117861132798177
O00299	0	0	19	0	0	0	0	0	0.9999999999999962	0.9848957761116989	0.9742321303324228	1.071446150480653	1.0872445624589289	0.8745704761001427	0.3264501843716869	0.15712169583250904	0.11322946631679552	0.11385460882986648
O43707	0	0	34	0	0	0	0	0	0.9999999999999962	0.9946968138638278	1.05631637904742	1.0640848472362197	1.065586737939547	0.8586827880047133	0.7766925914059858	0.770600141445563	0.18160509411302078	0.15689526065090334
P78527	0	0	39	0	0	0	0	0	0.9999999999999962	0.8396767321140545	0.8482785400335462	0.7087551541541176	0.2745338147372614	0.1601282573795616	0.14347175482005478	0.1085850544157398	0.0779308570212713	0.08701718392106145
P08670	0	0	34	0	0	0	0	0	0.9999999999999962	0.9897355822868308	1.006206847060786	1.0250942934841172	0.9704811932729969	0.9276969966090852	0.7244607847146921	0.6570209147228532	0.6677005068550423	0.6439860102699908
P40227	0	0	29	0	0	0	0	0	0.9999999999999962	0.9958756919779995	1.0363685546471526	1.1172945302609165	1.0865060938000313	1.0089778891847105	0.6134967427932606	0.23503164451444283	0.14512103919176425	0.14924288941072633
P00338	0	0	23	0	0	0	0	0	0.9999999999999962	1.0120281387426533	1.0301463148299619	1.0544488287470846	1.1084130166452564	1.1070634359001523	0.873902870287861	0.7376173020628016	0.46647733273934894	0.16721848265572034
P17987	0	0	28	0	0	0	0	0	0.9999999999999962	0.9919738253243621	1.016994204217282	1.1098218229669135	1.0836846139439245	0.9565404244605745	0.5940084543203368	0.24469077397846184	0.16350191607706896	0.16582991580645468
P23381	0	0	26	0	0	0	0	0	0.9999999999999962	1.012853257812021	1.0481120166768638	0.9998547992769596	1.0452871857874602	1.0558240975406334	0.8755869287525087	0.8353974291888173	1.0197400349151786	0.8737982522790368
P30101	0	0	25	0	0	0	0	0	0.9999999999999962	0.9839473194294132	1.0249642642078407	0.9199884589029053	0.6956639556374336	0.42878972337402627	0.24013986713999264	0.14440280203393108	0.10624519095511344	0.1119523411334593
Q86VP6	0	0	30	0	0	0	0	0	0.9999999999999962	0.9921545292688702	0.9444313239926652	0.9279931421235356	0.9447544358641514	0.8634710334583298	0.6332013408705189	0.5116713501662739	0.17744259738186008	0.13615237471977532
P11413	0	0	30	0	0	0	0	0	0.9999999999999962	1.0326102224115714	1.0642061337867699	1.022956026610206	0.793872441654252	0.3575805472696757	0.1714824560302804	0.10735749073580599	0.09725531279254929	0.09189340556394689
P16949	0	0	20	0	0	0	0	0	0.9999999999999962	0.9930561367803576	1.0075899869168998	0.9940738790613054	0.9409806942978327	0.8587743781090306	0.6853644483741699	0.5438537448707962	0.5842594676473278	0.47141795327507263
Q86UX7	0	0	22	0	0	0	0	0	0.9999999999999962	0.9977936396641541	1.0167466750900265	0.9832184612078884	0.8829094019101006	0.6041325880824058	0.25563988926003534	0.16559306867720558	0.1268566166626398	0.13042392140327963
P22314	0	0	31	0	0	0	0	0	0.9999999999999962	0.9944625680098359	1.0088106267352739	0.9341574995330574	0.5899001408714157	0.3709516374988027	0.20571043372217387	0.12751922900220344	0.09445344088958005	0.11393825743524393
P42704	0	0	34	0	0	0	0	0	0.9999999999999962	0.8452422223837982	0.8438711988936747	0.6789135500232643	0.3272710685649085	0.19722437963053358	0.1222585597168579	0.0833312399905985	0.06723497230748537	0.07126959588282676
Q06830	0	0	15	0	0	0	0	0	0.9999999999999962	1.0463485027218185	1.0590845482949707	1.0714012434219118	1.050139699631053	1.067880976272927	0.8776070562161654	0.8682081299310972	1.0100424725881343	0.7775846422726547
P06753	0	0	17	0	0	0	0	0	0.9999999999999962	1.0254078794804635	1.0190745826074206	0.9744011329434978	1.0321879482351426	1.0420014467971974	0.6731944801199988	0.6429926913901128	0.7131873793117719	0.6389080478729597
P30041	0	0	24	0	0	0	0	0	0.9999999999999962	1.0809069369770812	1.067355989169478	1.05436592340787	1.0806758199924003	0.9837522704537586	0.5624216818830864	0.2722297288559952	0.12508093656498542	0.12480371922315474
P07355	0	0	24	0	0	0	0	0	0.9999999999999962	1.0233579892316524	1.0434231347739307	1.0756967763099703	1.072105464600493	0.8748495064179469	0.27546424673196823	0.12870913735453193	0.1034423237157666	0.1097066221043847
P54577	0	0	33	0	0	0	0	0	0.9999999999999962	0.9678637122626671	0.9217975251313784	0.717120821039245	0.4461900209012482	0.30115997800894584	0.19630235848472105	0.13647259004024825	0.11700477719706631	0.12245466956390802
Q14566	0	0	29	0	0	0	0	0	0.9999999999999962	1.0159931083610398	1.0432823643924	0.9967752113640492	0.79150306545253	0.4486434759866416	0.2807104509126319	0.187452524285352	0.15325691874233993	0.15610109095043742
Q7KZF4	0	0	26	0	0	0	0	0	0.9999999999999962	0.9829912139029152	0.7100212404818192	0.43442484108200363	0.2700980992735246	0.1795421644912109	0.13190986721326203	0.10769531281775095	0.07943481028783843	0.08938591560510287
O43175	0	0	23	0	0	0	0	0	0.9999999999999962	0.9747878284855641	0.9768340204715882	0.8287753138211301	0.6027542029061711	0.45875246750037113	0.24353304998910358	0.10884971757548012	0.07885950586158044	0.0902971933530972
P23528	0	0	20	0	0	0	0	0	0.9999999999999962	1.0030742104870016	1.0619273541877625	1.0325203665248117	1.05355254283552	1.000094714067136	0.6823518961592958	0.4946855698167603	0.4341846393042038	0.35734881037494404
P31939	0	0	22	0	0	0	0	0	0.9999999999999962	0.9789009944605577	0.9874258107221993	0.8563275215534625	0.4233190679209682	0.26968173715651195	0.17157714950513933	0.11683695049382244	0.09027900012188808	0.09199575209287929
Q16531	0	0	31	0	0	0	0	0	0.9999999999999962	0.9939434027089474	1.0027820642886456	1.0149729333216628	0.9663279200054918	0.8316147171752833	0.719641629538294	0.6601258654505386	0.3395460658483885	0.1841794675225479
O00410	0	0	28	0	0	0	0	0	0.9999999999999962	0.9938363188899798	0.9704936846967376	1.0108095308179776	0.9888605307715359	0.8015667729518989	0.4506536737927548	0.22680018989991735	0.13961881969634193	0.137184696920257
P62258	0	0	18	0	0	0	0	0	0.9999999999999962	1.068184040735975	1.0018675291925265	0.9857842087371249	1.019718321411925	1.0249880524196342	0.8308461186164751	0.7991643971004644	0.3291109592655361	0.21358638076830025
P23588	0	0	29	0	0	0	0	0	0.9999999999999962	0.9398039272710098	1.05933491172521	1.0378004003160444	1.061747289334522	0.8846677526005293	0.7115713317250735	0.6332593271373861	0.6575630058490951	0.6614400298579255
P09622	0	0	24	0	0	0	0	0	0.9999999999999962	1.0311464248505033	1.0182857016102518	0.9590360100757178	0.9490204898697351	0.9143056713569113	0.7615787701245834	0.7522383278387004	0.8720739206058682	0.7339259748730643
P49915	0	0	26	0	0	0	0	0	0.9999999999999962	0.9891676556040911	0.9686986261403054	0.8817673703303885	0.6549922793800614	0.35101268478914793	0.23708832349429426	0.17109612584009903	0.1326614184168553	0.13830854053603406
P49321	0	0	23	0	0	0	0	0	0.9999999999999962	0.9188088060146447	0.9180099515773065	0.9353924436484422	0.9127011694001287	0.8426459997394647	0.644006609045841	0.5867001283531483	0.5935180866318465	0.5244373916670194
Q13200	0	0	21	0	0	0	0	0	0.9999999999999962	1.0338493351739126	1.0280366486423234	1.0287110389073557	0.8699327521165641	0.6320899349246849	0.39668582006238096	0.24881994961701218	0.2039434284356987	0.20356626194532154
P07814	0	0	23	0	0	0	0	0	0.9999999999999962	0.7234468076798233	0.48204691427961316	0.36903498197102236	0.25356150096498364	0.19073745724219326	0.1413337246965247	0.10826659793084899	0.07520363534662274	0.08606752622471746
P33992	0	0	30	0	0	0	0	0	0.9999999999999962	0.9736710972306148	0.9487300168514896	0.8912228969872752	0.6365148716744975	0.416969274911017	0.25144274024202423	0.16010830124486333	0.12749860862619758	0.1302359580664903
P12277	0	0	21	0	0	0	0	0	0.9999999999999962	0.9645182990254514	0.9821398356573372	0.9631622778962131	0.5717375385304017	0.29253666318734156	0.18645516546679503	0.11897577310180527	0.08060930721341701	0.0873074937867832
P49736	0	0	21	0	0	0	0	0	0.9999999999999962	1.0565874368050832	1.0737936360134404	1.1099815884643585	0.807579714490124	0.38023738307488864	0.23003273124990495	0.1563546030158633	0.12254979615672583	0.1341241420646821
Q9Y230	0	0	19	0	0	0	0	0	0.9999999999999962	1.0284941881199985	0.9846897635751322	0.9813090476141012	0.9514457660894613	0.8980505578429993	0.7182908549704536	0.5401194122388503	0.16757781854337767	0.1668258262610662
Q12931	0	0	27	0	0	0	0	0	0.9999999999999962	0.9869963399534145	1.0411623057604877	1.0330972495101804	0.9807824878188937	0.7663738078685455	0.3285891428626176	0.1587430266525443	0.13170290948521785	0.14044502432749809
O95373	0	0	23	0	0	0	0	0	0.9999999999999962	1.0099887656546336	1.001687078569222	0.9767725710839501	0.9211126510566555	0.7631713492210755	0.4245108477924911	0.220170700508373	0.14641099513714548	0.14710837382174174
P13667	0	0	17	0	0	0	0	0	0.9999999999999962	1.0047588684246906	1.0380351248016504	0.9871599192097178	0.8269024873802427	0.6359686693424054	0.3741506297807617	0.24368161119863896	0.1781522722190953	0.1621346156512509
P33991	0	0	26	0	0	0	0	0	0.9999999999999962	1.0168593399680466	1.0071941292668236	1.0105089989633247	0.6030954872266179	0.2688627512237203	0.18502547966990562	0.12487152153829716	0.08850730136974412	0.1033286619696641
P30520	0	0	18	0	0	0	0	0	0.9999999999999962	0.961594528325421	0.9650367066851838	0.9654819001996561	0.9390977463229544	0.8661921115575268	0.6488693974900661	0.6128791879708777	0.5753930111955872	0.18491163884491055
P54819	0	0	18	0	0	0	0	0	0.9999999999999962	0.9604854459146835	1.0046971083380605	1.036612090453968	1.0277787117273025	0.9586384768501707	0.8002814786872606	0.7169445272074747	0.3235768890060303	0.16006701894656827
P61221	0	0	27	0	0	0	0	0	0.9999999999999962	0.9722312023077091	1.0243085954509121	1.0363944639385294	0.9969277860014053	0.9089433902494916	0.5592540923123158	0.25395936390188845	0.10234347235488629	0.1067316840566667
P19338	0	0	22	0	0	0	0	0	0.9999999999999962	1.3037971256308272	1.3201493618335116	1.4556493551388208	1.4991717951318833	1.3417130231564727	1.0596246255081998	0.8198640686183667	0.8558559096691077	0.863708262268037
P12956	0	0	16	0	0	0	0	0	0.9999999999999962	0.9989419224014779	1.1370477204714644	1.0276669497916213	0.7263981778169711	0.3967747219102439	0.22381545476823714	0.12384729662743213	0.09499390854262171	0.09685819631840845
Q9Y265	0	0	17	0	0	0	0	0	0.9999999999999962	0.9761330689613467	0.9556872859091561	0.9316599761892165	0.9236271711647743	0.8505759987714105	0.6671981550796685	0.5555215170959339	0.15748212166528996	0.15076234172487668
P02545	0	0	28	0	0	0	0	0	0.9999999999999962	1.0205021020240033	1.0360785109751394	0.9895080402235159	1.0215443886667288	0.9274765413579957	0.6234061364270252	0.35719521006466515	0.22923691646349764	0.2118976630409155
P61978	0	0	19	0	0	0	0	0	0.9999999999999962	0.988954444071682	0.9328909870101291	0.9077651029524466	0.7213671761965931	0.46518826983048783	0.26051196137826627	0.1797826719853975	0.1500101314785795	0.13968923457538182
P08243	0	0	25	0	0	0	0	0	0.9999999999999962	1.008748696786766	1.026405979658954	0.8671458047236897	0.5767195050472674	0.23565920840623775	0.12353599326005259	0.0777851481675847	0.0766110409845618	0.08123854144133928
O43242	0	0	14	0	0	0	0	0	0.9999999999999962	1.148961572247668	1.0119387524617722	1.019669175349259	0.952220520724958	0.6818127115569017	0.3818839302275726	0.21209524653678394	0.17811444943674615	0.18841405515712634
P16930	0	0	15	0	0	0	0	0	0.9999999999999962	1.0113732064570025	1.0117923134742737	0.9871081033727087	0.9944024781705137	0.9902615578675718	0.8055676026661491	0.7784034011918907	0.9052713748082598	0.6858880569566546
Q9Y266	0	0	20	0	0	0	0	0	0.9999999999999962	0.9839463633238865	1.0367294558937614	1.032140383720078	1.021993550214903	0.8847465626902908	0.42766358348485245	0.24657891969124346	0.2091958185003412	0.1923780149507777
P35580	0	0	31	0	0	0	0	0	0.9999999999999962	0.8262539666275519	0.8448386409788256	0.8356866828808673	0.511006582128154	0.5885697253569392	0.32735441421984945	0.1912793814365567	0.1730103644923674	0.17832898565232513
P46940	0	0	28	0	0	0	0	0	0.9999999999999962	0.7987477667357368	0.8012385581784109	0.777675398959989	0.5060795349272222	0.24201300564295394	0.1619091313955248	0.11139414185509752	0.08711283510471396	0.098013531173857
P00505	0	0	21	0	0	0	0	0	0.9999999999999962	0.9813610539802367	1.03593868536127	1.000136331991376	1.0781103033766286	1.0210486129327732	0.8162466128749927	0.7841571352499853	0.991197768950864	0.7476148231177739
P78417	0	0	15	0	0	0	0	0	0.9999999999999962	0.9633212549062761	1.0158661516297134	1.0425095963028927	1.0259859883428872	1.0474979180574542	0.8543375273206892	0.7700094907354108	0.7941022547931148	0.5871197201319212
P40939	0	0	15	0	0	0	0	0	0.9999999999999962	0.982519853878352	0.8855637957859647	0.793429140605338	0.526717429293545	0.331077992084345	0.20810933508526624	0.1404608271669044	0.1115951239847616	0.12233854561761932
P12268	0	0	18	0	0	0	0	0	0.9999999999999962	1.0496069103561227	1.0666152913230342	1.0087930311610382	0.8865448644845141	0.7204296555400278	0.4620428850630401	0.31808315921425884	0.2415850595641144	0.17915267838998306
Q9HAV4	0	0	23	0	0	0	0	0	0.9999999999999962	0.9485035314566133	0.9273773229388985	0.7891111541879087	0.4946013978970264	0.29395204979940925	0.19292495788141995	0.1324079663918785	0.08798873111700985	0.1041139747589724
P23526	0	0	19	0	0	0	0	0	0.9999999999999962	0.9925350592684163	1.0279941340975658	1.050942623776132	1.0451959804949271	0.9021433575045313	0.44817307609841156	0.20891713688689395	0.10876438732684171	0.09829793643214033
Q16543	0	0	19	0	0	0	0	0	0.9999999999999962	1.0275256532216563	1.0519373809373869	1.0567045448515495	1.0984245660597691	1.0929159597867533	0.8315869558021359	0.6617665618676281	0.380433488904187	0.2423782307392184
O75874	0	0	19	0	0	0	0	0	0.9999999999999962	1.0034490038533888	0.9701743532272248	0.6628411409803091	0.2654878188412834	0.1546711911641855	0.1025344659241874	0.07773350657544023	0.06682887506542091	0.08207305929263431
P61289	0	0	15	0	0	0	0	0	0.9999999999999962	0.9937885136136548	0.9992665838210224	1.0857084596174218	1.0116304714385802	0.8908245246128418	0.7269534511852427	0.6892807718155922	0.766324407166804	0.6534058273367315
P05937	0	0	14	0	0	0	0	0	0.9999999999999962	1.0063029788499847	0.9679739893441035	1.0015042700884178	0.9576908768728076	0.9527639301593013	0.8028066380168316	0.7905897410714791	0.8646735946383455	0.7314883561022415
P61604	0	0	12	0	0	0	0	0	0.9999999999999962	0.9997201923000473	1.0164235645498687	1.0231555175826914	1.0493198327003248	0.9632818821388202	0.8117449593495921	0.6924212261378768	0.8559255832155404	0.6691790020071992
P27708	0	0	12	0	0	0	0	0	0.9999999999999962	0.9862238066880044	0.7976200980357083	0.7909013913565749	0.5802343412670402	0.37111777768802967	0.21135862098728767	0.1306607591909911	0.11612290916650478	0.12076398363404381
O43776	0	0	15	0	0	0	0	0	0.9999999999999962	1.0864074120710232	1.0392075814692991	1.0214810024500123	0.8720343966531079	0.460750409775946	0.21782005809530736	0.1851329561048636	0.1613838402655171	0.17204254693289986
P30153	0	0	21	0	0	0	0	0	0.9999999999999962	1.0110357012061488	1.0164027796613204	0.991540084631558	1.0607557995414998	0.8579937322199067	0.34161135239051876	0.18191826699387129	0.13046670170422753	0.1316481433455096
Q5T4S7	0	0	21	0	0	0	0	0	0.9999999999999962	0.8674449049201299	0.9073151816516161	0.8875888796183667	0.6329912091360924	0.4513038490166981	0.3158370882482844	0.20998654819088536	0.16619728698763406	0.1778684262721293
Q9Y4L1	0	0	14	0	0	0	0	0	0.9999999999999962	0.8362022446307615	0.7403737911357644	0.5474472719609303	0.34298583853858067	0.2572691480190786	0.19209499742530362	0.12954723736037632	0.10005021734087524	0.09425918494426912
P07384	0	0	26	0	0	0	0	0	0.9999999999999962	0.9403116193055802	0.9695347455205383	0.9583511774299135	0.9061098707859843	0.7710683332154186	0.5832848824762655	0.4843776928514266	0.3185514356354826	0.13872481536044184
P35998	0	0	17	0	0	0	0	0	0.9999999999999962	0.9966463130323568	1.0206485655311133	1.0747070938230954	0.9244284047561678	0.6721627355659722	0.3851118636793807	0.20518065252194204	0.14366386673494475	0.145901865701827
P55786	0	0	23	0	0	0	0	0	0.9999999999999962	0.9871244580939653	0.992104300180858	0.9460267805972868	0.9157472300303225	0.7345558316291668	0.4324251798824147	0.2191938137236404	0.1559423362891289	0.14293184816030768
P50454	0	0	14	0	0	0	0	0	0.9999999999999962	0.9845783490769016	1.0435204458430425	1.1119531810625565	0.9820436706812342	0.7465445502838289	0.3252878683861638	0.1630615547956243	0.12853574913166613	0.12126193886134956
P25789	0	0	17	0	0	0	0	0	0.9999999999999962	1.0370293421550443	1.109262103553217	1.1728877417880343	1.255893936075532	1.256356370938723	1.0303142099371656	0.8562186736215597	1.1509731456301648	0.9532654114888537
Q9BXJ9	0	0	19	0	0	0	0	0	0.9999999999999962	1.0030550883764715	0.9842787896424753	0.9507955647966957	0.8601100401809487	0.4688156639619419	0.21743107215446536	0.1415216315388717	0.11228091074893418	0.11506997386093883
