Accession	Description	GeneName	Peptides	PSMs	AAs	MW.kDA	pI	QuantifyingPSMs	T25	T41	T44	T47	T50	T53	T56	T59	T63	T67
P07237	0	0	38	0	0	0	0	0	0.9999999999999962	0.999598432232564	1.0295159393280413	1.0704726080448803	1.0773161670180873	1.0079591794560838	0.932102949107307	0.7102343195022864	0.9099124429755259	1.0895929613229989
Q99832	0	0	33	0	0	0	0	0	0.9999999999999962	1.0071478106475389	0.9995738579803851	1.0176316811979662	0.9347310024519964	0.940689605382074	0.5934870510798202	0.3142847416564277	0.13028904022277288	0.11300368830296492
Q09666	0	0	44	0	0	0	0	0	0.9999999999999962	1.1056624871456429	1.1433065064677224	1.0316985170786546	1.023177520639089	0.8763916694106921	0.7908084255482982	0.5524655749730524	0.8015836835021722	0.8951442449371405
P40926	0	0	24	0	0	0	0	0	0.9999999999999962	1.0145432696967716	1.0640432856286508	1.0636678524083654	1.088807175903927	0.9832018579684813	0.8076684658606589	0.485772162173141	0.16935263773486386	0.10121722388160986
P08107	0	0	43	0	0	0	0	0	0.9999999999999962	0.9834306164065407	1.0129068075366094	1.0174311619469159	0.9762048212502475	0.8356685180745714	0.37105924235871773	0.17456667760160186	0.1281127830877351	0.12912187053181262
P10809	0	0	38	0	0	0	0	0	0.9999999999999962	1.007247282346488	1.0088277984665368	0.9101744699246644	0.6503343517419538	0.5019504999550902	0.2907947482680506	0.20531160037180482	0.1391118221550002	0.1418043717415724
P13796	0	0	40	0	0	0	0	0	0.9999999999999962	1.0047709605779143	1.0208053260937682	1.0097961862534213	1.0627193602256086	0.9621113501282818	0.871383202164475	0.7055528957716821	1.0008907489374057	0.9857243069447059
P14625	0	0	39	0	0	0	0	0	0.9999999999999962	1.042774384929026	1.0489065822746124	1.0729644408430183	1.0764837422401123	0.9040394021163284	0.5047777856965142	0.31371792805376125	0.23979969485363192	0.2237978511920273
O14980	0	0	41	0	0	0	0	0	0.9999999999999962	1.0033322856899565	1.047945043641224	1.0077722317077338	0.7538831170660741	0.32787390200710653	0.14402094050446976	0.11652933242910131	0.087544558899115	0.08699242153313395
P05455	0	0	33	0	0	0	0	0	0.9999999999999962	1.075083839818191	1.1282879681023654	1.1544972099980924	1.1213748254731128	0.9178732899678953	0.5084381021777713	0.19706550475472887	0.08729596840473192	0.08251922423273528
P14618	0	0	29	0	0	0	0	0	0.9999999999999962	1.000955435620332	0.9583771407009605	0.7392394304811971	0.48677119603344887	0.3556513867491729	0.19389911081007088	0.10547795617956401	0.0669144553564823	0.07646879258549552
O60610	0	0	44	0	0	0	0	0	0.9999999999999962	1.0540659933655154	1.0322789147986815	0.9637353898718407	0.7277953013877558	0.5556826115615725	0.2950552834052114	0.19942706265445484	0.1744320247955332	0.16138094157478924
P22102	0	0	39	0	0	0	0	0	0.9999999999999962	1.0063101542353365	1.0173785414220058	0.893416454621987	0.6258426634674753	0.40141165982475	0.18125179160634997	0.13494134416685558	0.10348051796009304	0.10099539801001649
P00558	0	0	25	0	0	0	0	0	0.9999999999999962	1.0096984744226956	1.0547800773002496	1.0748336085984216	1.0685164062826111	0.7205847911288122	0.17260762564158028	0.12075809941221718	0.07464402061165656	0.06693552008819917
P07195	0	0	19	0	0	0	0	0	0.9999999999999962	0.998406865986206	1.0665247503909614	1.0667717966044459	1.138249439081488	1.0801582760198278	0.978386928715776	0.7171978876681451	0.7757811531816742	0.384644314682505
P50991	0	0	32	0	0	0	0	0	0.9999999999999962	1.0431241064811205	1.0116185774639255	0.9863940652405088	0.9047559514922426	0.8882434102992351	0.5687468519392725	0.311454644316319	0.15426421234771817	0.1438060445671315
Q01518	0	0	31	0	0	0	0	0	0.9999999999999962	1.0000968377978245	1.057897547736934	1.1307151577726635	1.1557746962912896	1.0362651663953162	0.39757771643234974	0.22460212356027678	0.16204756618939636	0.15910504306544937
P12270	0	0	55	0	0	0	0	0	0.9999999999999962	1.0349527681800852	1.043657508120537	1.0162257011862168	0.9927956788757178	0.9033146895226097	0.7118288063091676	0.4584628644096432	0.5341322939487717	0.48563971269252143
P37837	0	0	28	0	0	0	0	0	0.9999999999999962	1.0961885931236328	1.0860184980825582	1.1134118708223937	0.8159347867339709	0.5766887278333623	0.37414172121869793	0.2903197434154927	0.3076678073113733	0.31754460851611854
P07737	0	0	16	0	0	0	0	0	0.9999999999999962	1.0164531263165932	1.04777590552017	1.0533803939904527	1.093365006379337	0.9737162456792263	0.603800638763807	0.20714704406940604	0.13038353368555008	0.1231395586404165
P04083	0	0	26	0	0	0	0	0	0.9999999999999962	1.0225502179269121	1.0579265097439636	1.0754187495707843	0.8849251769213388	0.30550486190549947	0.14239017693597197	0.10546108081836378	0.08992434041551904	0.09161059164725113
Q14974	0	0	32	0	0	0	0	0	0.9999999999999962	1.0144479862798836	1.0318769221411082	0.9676965245504807	0.9033870505590882	0.6991904736423377	0.454322795089392	0.2518330005276088	0.163703382406369	0.13677049645076841
P55060	0	0	31	0	0	0	0	0	0.9999999999999962	0.9708521583068052	0.9954288155342844	1.0027639409402762	0.9006292971002313	0.4300341151455189	0.18212566927655557	0.13908077100244082	0.08068433350149089	0.08228517173829818
Q8WUM4	0	0	33	0	0	0	0	0	0.9999999999999962	0.9859540563483007	1.0279102856583109	1.0093060280841877	0.6054576779924603	0.29563210329616485	0.13593935236464036	0.1031670243634387	0.07700344968992398	0.07526534356559131
Q14204	0	0	33	0	0	0	0	0	0.9999999999999962	0.9831039304057817	0.9980075926402151	0.7930548105305831	0.5205869285586926	0.3575174953056333	0.17026779020331143	0.14198730380210356	0.11501744289239753	0.10793313314362975
P41250	0	0	32	0	0	0	0	0	0.9999999999999962	1.0095592140441667	1.0208933705951386	1.0188301061954705	1.0157621787420823	0.9054360825735097	0.8079329689971589	0.6212545105667098	0.6312192388428018	0.14926261167624727
Q13263	0	0	27	0	0	0	0	0	0.9999999999999962	1.0118952283636964	1.0288892014959172	0.9382413019356913	0.828394556280197	0.6799460313611013	0.4118151064143377	0.26841254657267954	0.24413767166789563	0.20800105447792905
O00299	0	0	21	0	0	0	0	0	0.9999999999999962	1.015400820448764	1.0517761379311217	1.0448788467968055	1.0462437784681935	0.8264360804905456	0.331918882075259	0.17272229988924756	0.11263039264808757	0.1107976562098749
O43707	0	0	29	0	0	0	0	0	0.9999999999999962	0.9801585210463748	0.9860196386904532	0.9796514588455472	1.0041514603009545	0.8568486919562062	0.6643372681506006	0.5529728284773652	0.14209345434201587	0.12031520876351504
P78527	0	0	47	0	0	0	0	0	0.9999999999999962	1.006780288896685	1.0696538056304576	0.9328718419909037	0.6603201238122277	0.3240899950585348	0.18530886279235698	0.13986696430071024	0.12093709489899329	0.1300825337552485
P08670	0	0	36	0	0	0	0	0	0.9999999999999962	0.9674743088245985	0.9901357191295239	0.9858253410489337	0.930155437227655	0.8360335116079435	0.7082905681986027	0.537139768998328	0.6502691209386836	0.829972851859251
P40227	0	0	29	0	0	0	0	0	0.9999999999999962	0.9789941786334133	1.0003419304068146	1.053403846534435	0.9828620026304302	0.9991972248659425	0.646953308164019	0.3443784740179631	0.1538702472952163	0.1412733869780733
P00338	0	0	25	0	0	0	0	0	0.9999999999999962	1.041993270324647	1.0609061210271862	1.1023457879442629	1.1544545659176968	1.1070981744454276	1.0078210412094422	0.6776023342825757	0.5339040558925253	0.19924679252181887
P17987	0	0	27	0	0	0	0	0	0.9999999999999962	0.9872524237872146	0.9804334467745514	1.026433420954589	0.9975896031962789	0.9875838901581571	0.6469054941354978	0.35652079273567977	0.152480466519601	0.12215269551088692
P23381	0	0	28	0	0	0	0	0	0.9999999999999962	1.0150008395119372	1.0463243297278382	1.0300544937454832	1.0379982286368283	0.9835911140777711	0.8856134709081726	0.6353513931787351	0.9437556401055723	1.1255951256165628
P30101	0	0	24	0	0	0	0	0	0.9999999999999962	1.0392321453759248	1.019134797528291	0.9366922614056489	0.6466045123572859	0.423277515199714	0.20480274395240364	0.13242890068463345	0.10337294078708517	0.09697982573605454
Q86VP6	0	0	32	0	0	0	0	0	0.9999999999999962	1.0428497740061242	0.9988764528511083	0.9336188055167455	1.045751639185343	0.9037313728916329	0.662361633184897	0.3830240438347903	0.20386891906900015	0.17052645546189876
P11413	0	0	29	0	0	0	0	0	0.9999999999999962	1.0341915479154962	1.0221758082664167	0.9788892511661168	0.7469754323572332	0.37439580898758157	0.1530272723022932	0.12210316496670592	0.08767975723816543	0.08134372177933102
P16949	0	0	21	0	0	0	0	0	0.9999999999999962	0.9980225911071081	1.0275175608429874	1.0793540864510436	0.9807648685692737	0.8904365361832832	0.790593771079831	0.4503696397116752	0.5295631715870992	0.5612998015099245
Q86UX7	0	0	25	0	0	0	0	0	0.9999999999999962	0.9896177560811714	0.98781644160658	0.9450237776554231	0.8745281803602144	0.5951029680603679	0.228707723573465	0.15765359500575016	0.1171268277307007	0.11134960089824897
P22314	0	0	30	0	0	0	0	0	0.9999999999999962	1.0273091534187375	1.042400557015445	0.973233670184743	0.5615852344012163	0.3919545296898334	0.1998331369454718	0.14497325006623796	0.10288448227180615	0.11075224303931248
P42704	0	0	32	0	0	0	0	0	0.9999999999999962	1.075567586396238	1.001031226174123	0.7174707791566639	0.38684364475679034	0.27926857818151607	0.13566772798985002	0.10494687863590978	0.09227213952913695	0.09801210203614655
Q06830	0	0	16	0	0	0	0	0	0.9999999999999962	1.031253468049696	1.0034234879547819	1.01199251699738	1.0214306478693307	0.927824110778009	0.8258093117455327	0.6097167268472835	0.8129345290000848	0.8900719431173991
P06753	0	0	24	0	0	0	0	0	0.9999999999999962	0.943457652416238	1.090182076213158	1.0735624807145714	0.9500848613394907	1.0381228357949357	0.8843418212134613	0.5987983681507363	0.6703046425386107	0.9379706114379119
P30041	0	0	23	0	0	0	0	0	0.9999999999999962	1.0052316716046257	1.0431871651263736	1.0167885622417963	1.0365617139733725	0.8987174588334891	0.5589500626912165	0.23167587790808988	0.10882303297095734	0.09065342174462776
P07355	0	0	23	0	0	0	0	0	0.9999999999999962	1.0449679976584811	1.0254670507452797	1.0524798163015257	1.0478775922135133	0.8220814755606031	0.2823499769754116	0.14960007704001801	0.14293808052468585	0.10579172748557086
P54577	0	0	28	0	0	0	0	0	0.9999999999999962	0.9571774173775994	0.934865783394194	0.8312027185724767	0.540500834765213	0.3581261694927886	0.19054907685432337	0.14953952427335837	0.10870818707004352	0.10910339561581527
Q14566	0	0	27	0	0	0	0	0	0.9999999999999962	1.007495438058603	1.00927844729592	1.0301553396846077	0.9195977195043383	0.6482148016390386	0.24921485521025763	0.18720433780396056	0.1262098301219606	0.12494560550047594
Q7KZF4	0	0	27	0	0	0	0	0	0.9999999999999962	1.2566123609065922	0.8443039043726688	0.4853703323797029	0.2985146192813693	0.22546367884728033	0.13076424676704318	0.10398399037919091	0.08768557222049018	0.09342187848852931
O43175	0	0	25	0	0	0	0	0	0.9999999999999962	0.9898365938188592	0.9838231600773155	0.8318277288696098	0.5874768594194794	0.4669374931164937	0.2388860077299344	0.12918783866588385	0.09088235875352164	0.09420263569012174
P23528	0	0	19	0	0	0	0	0	0.9999999999999962	1.0097068509868175	1.0636181233654538	1.0548778389237337	1.0743699818518326	0.9442224474146268	0.7222186929748369	0.4261137896571127	0.4406811667532916	0.491094533141231
P31939	0	0	21	0	0	0	0	0	0.9999999999999962	0.9818704813388136	0.971194566532055	0.8099336064347703	0.41474927220059316	0.28472765776302117	0.17017826606480377	0.12434361733311262	0.1178609692492004	0.11838864233542455
Q16531	0	0	28	0	0	0	0	0	0.9999999999999962	1.0200854139340063	0.9886273778034136	0.9189422034925128	0.9534655478545685	0.8394576994961688	0.6469858623962035	0.40906471150335333	0.3203139401221239	0.1612569286859457
O00410	0	0	25	0	0	0	0	0	0.9999999999999962	0.9725054826503898	1.0044545354050416	0.9521392794997059	0.9983577395093769	0.7843679385328947	0.42840555699141947	0.20446187630195806	0.15383390365568664	0.15209045487396122
P62258	0	0	16	0	0	0	0	0	0.9999999999999962	1.074921543888327	1.0445402700948043	1.0775799014987695	1.1115475577214144	1.0099550400489743	0.92613433410021	0.6527320225466638	0.3482636526660359	0.22307473378384104
P23588	0	0	19	0	0	0	0	0	0.9999999999999962	1.0857650061442883	1.1180933416278869	1.3320036522654493	1.0474608256136215	0.9036343225879617	0.8632924581468436	0.612996502929963	0.7371347806513842	0.9316843806358288
P09622	0	0	20	0	0	0	0	0	0.9999999999999962	0.9873979665888347	0.9611042032828835	0.9285471928805353	0.8925688537108393	0.8288138129304902	0.7053413582266281	0.5253389281778394	0.689451925588432	0.8711940374466812
P49915	0	0	28	0	0	0	0	0	0.9999999999999962	0.9766717762305819	1.0002098636547587	0.9377276912224751	0.7405609953530512	0.3971456660416376	0.21697497483018044	0.15837725020074817	0.11857911956630707	0.11296176845321497
P49321	0	0	24	0	0	0	0	0	0.9999999999999962	1.0579621427527723	1.0877156716945027	1.104005055431023	1.0561519610118921	0.8981035101733083	0.7799261561208367	0.5048790417250222	0.771594365907854	0.9490147451866119
Q13200	0	0	21	0	0	0	0	0	0.9999999999999962	0.9911716087258069	0.991399621116303	1.0277385550272138	0.9679271271864439	0.8539698845788289	0.4554906781690149	0.28330951983925695	0.21483742947906032	0.21720595481885097
P07814	0	0	29	0	0	0	0	0	0.9999999999999962	0.9635771123668265	0.6691857081073113	0.48068216883760617	0.33844884018799964	0.3016492221237794	0.17466362886798956	0.13146204175469098	0.14407200207801216	0.10122421052323485
P33992	0	0	28	0	0	0	0	0	0.9999999999999962	1.0032684143885262	0.9723820088202755	0.9909473766547062	0.827027872190659	0.5751717893911972	0.3025051159767082	0.19107177352373036	0.15682135082502707	0.17085308095786697
P12277	0	0	17	0	0	0	0	0	0.9999999999999962	1.022590006606492	1.0294603322745444	0.9979034011999083	0.693241359938236	0.3191013984709139	0.147878617018346	0.11227078539680858	0.07275269761053155	0.06837127494213423
P49736	0	0	24	0	0	0	0	0	0.9999999999999962	0.9742446667762252	1.0260775698534672	0.9726872259099513	0.9824130917981002	0.6271759836344901	0.23232531262497974	0.1623786961418139	0.11995145539494813	0.12115011243770113
Q9Y230	0	0	18	0	0	0	0	0	0.9999999999999962	0.9819626235441559	0.9561702357652921	0.9129348343514018	0.8588107591196231	0.8110071919960348	0.6282987158024816	0.4988932518404709	0.4175913256872896	0.15151405693989972
Q12931	0	0	27	0	0	0	0	0	0.9999999999999962	1.012641789641072	1.0085103748694906	1.004990759991412	0.9546737276255307	0.7778919405520521	0.37778169130483963	0.18278001516458323	0.12416586383481087	0.12756384944944027
O95373	0	0	23	0	0	0	0	0	0.9999999999999962	0.9751891243809835	0.9898171370521964	0.9257668937914129	0.9713987042897959	0.7515185205294029	0.4261623669299487	0.20824592788403262	0.151666368994136	0.14884341317874797
P13667	0	0	21	0	0	0	0	0	0.9999999999999962	1.0099591949809934	1.0233794692785738	1.0088627750029189	0.8720297976044814	0.5949457887642047	0.35092241511302497	0.22078233591918997	0.1727863847976289	0.14744957817456286
P33991	0	0	24	0	0	0	0	0	0.9999999999999962	1.0290012193713867	1.0275766433373281	1.0463950537652724	0.9288330900104459	0.5912705359599604	0.21066454038514498	0.14287971260910384	0.09971677065039845	0.08614878455691663
P30520	0	0	18	0	0	0	0	0	0.9999999999999962	0.9952520425237483	0.975925800000438	0.985059615487906	0.970775771233575	0.8653100015838879	0.6684594478009768	0.4997151811977526	0.528251893072868	0.1920103784587374
P54819	0	0	17	0	0	0	0	0	0.9999999999999962	1.0570365324172886	1.060001347927576	1.0875882746432906	1.0983817234833508	1.0089855919068673	0.9373187474951349	0.7160434144283884	0.7050651531303864	0.20047469478741056
P61221	0	0	21	0	0	0	0	0	0.9999999999999962	1.0130323469432614	1.023494158826412	1.047129118391924	1.0233881207826512	0.9299286255152268	0.7218168516713082	0.407182612395375	0.14655936076742407	0.11254955659734067
P19338	0	0	20	0	0	0	0	0	0.9999999999999962	1.1552475584659692	1.3125060269764763	1.4464977993606922	1.5168652687558444	1.216769237172307	0.7664303922408043	0.5453342458634974	0.6577544569362184	0.8450639977692254
P12956	0	0	20	0	0	0	0	0	0.9999999999999962	1.060563065912661	1.1074955640155537	1.0644101254254106	0.7408358839614904	0.47050831135483084	0.20832063566785305	0.16616473306050028	0.12274555440199061	0.11085704266368729
Q9Y265	0	0	17	0	0	0	0	0	0.9999999999999962	1.0006873855684273	1.0045321535838814	0.9733849390934299	0.9600174291629701	0.8830195722146721	0.7085957641253334	0.5338381542129187	0.44155922908432893	0.13503082268614636
P02545	0	0	27	0	0	0	0	0	0.9999999999999962	1.013362174155566	0.993257823487333	1.0056028713893548	0.9824385854996893	0.8744685965455551	0.649265675968882	0.3209812820480004	0.2517480297854125	0.23246478012782512
P61978	0	0	18	0	0	0	0	0	0.9999999999999962	1.0535445522489195	1.0096271498605585	0.950254867590714	0.7104396327146122	0.4817186763234598	0.24182707914386276	0.1624739922991799	0.13161630993839712	0.12754463618497155
P08243	0	0	19	0	0	0	0	0	0.9999999999999962	1.0242716018539884	0.9970796499349813	0.9271470760047815	0.7634055688205114	0.41474974721190966	0.13618961302455954	0.09652905140191387	0.07607305251796394	0.08156729431133064
O43242	0	0	18	0	0	0	0	0	0.9999999999999962	1.040518995039171	0.9377249127281728	0.9753490896519621	0.9108223440486429	0.7516735900363558	0.3266054209908772	0.19319707636665315	0.131305208384023	0.1333697486398054
P16930	0	0	17	0	0	0	0	0	0.9999999999999962	0.9836253715223778	1.0073681133122365	0.9783533605361172	1.0035551293681308	0.8954040348788017	0.7919061135647731	0.6165373507770932	0.8068215288311911	0.8574443267287044
Q9Y266	0	0	17	0	0	0	0	0	0.9999999999999962	1.0483783063266607	1.0688069565449072	1.1093862416478018	1.071199895480317	0.8646770648208149	0.43097734133400367	0.2844550590642606	0.2070555293829633	0.19575871169054354
P35580	0	0	32	0	0	0	0	0	0.9999999999999962	1.060591336816573	1.011130857265544	0.9257856558265989	0.6157294228892557	0.6626995594619656	0.38513691313904996	0.19861605264853804	0.1729259443734229	0.18102563116384973
P46940	0	0	23	0	0	0	0	0	0.9999999999999962	1.0505782014792073	0.9740096736153485	0.8319801704054959	0.5510308419433243	0.3277895104386968	0.16345174783965877	0.12760552538628603	0.11156625088265829	0.10875231687415961
P00505	0	0	25	0	0	0	0	0	0.9999999999999962	0.977561786168547	0.9854855792808241	0.9683227074748126	0.9744047442336946	0.8972195084942163	0.7904493116745118	0.5859889763314575	0.8538821807853948	0.9697685641336392
P78417	0	0	15	0	0	0	0	0	0.9999999999999962	1.0009125057292068	1.0578651102890604	1.0700961947139616	1.1403864763277403	1.041183085044394	0.9141726884118773	0.6367143267627301	0.8049912631444759	0.8598756780142003
P40939	0	0	16	0	0	0	0	0	0.9999999999999962	1.004935350648809	0.9126218035150503	0.7887958285433657	0.5271609783032586	0.3241912649406265	0.15586966369991195	0.12249328361092293	0.08989671924947647	0.07566008881740315
P12268	0	0	16	0	0	0	0	0	0.9999999999999962	1.0257909011716206	1.0389297500929975	1.1061978682933844	1.1157495847963848	1.00957105841271	0.4908313491646762	0.3072159506501442	0.22715065455171896	0.21279389063267096
Q9HAV4	0	0	22	0	0	0	0	0	0.9999999999999962	1.0420718006132912	0.9884999449724825	0.8358181792282279	0.554525695904649	0.37540217844086776	0.188859308739991	0.14045561660610642	0.10914576448998099	0.09684009290355478
P23526	0	0	18	0	0	0	0	0	0.9999999999999962	1.0233931096916908	1.021169088902062	1.0158035553945322	1.0532013421584046	0.8625873186080686	0.4262681681845487	0.2053900211679706	0.11611647455177534	0.10521882287232184
Q16543	0	0	19	0	0	0	0	0	0.9999999999999962	1.0177776705183885	1.0760381904601	1.0716686877879866	1.078774850117708	1.0152558854397111	0.7987903163520623	0.5077121170700487	0.3110986468829759	0.23713185673331724
O75874	0	0	20	0	0	0	0	0	0.9999999999999962	1.0050117867964226	1.011696195642765	0.9220778086229696	0.5604701620621447	0.2771925455986364	0.13045294692177783	0.10072605299924109	0.07122335725912224	0.07245846029275231
P61289	0	0	15	0	0	0	0	0	0.9999999999999962	1.0311927379598114	1.0156280777171265	1.0568091559206905	1.03801596338576	0.9305204213887002	0.8100347516125777	0.6472177501074129	0.8524676863348992	1.097173467486111
P05937	0	0	13	0	0	0	0	0	0.9999999999999962	1.0157275064495228	1.0592657129490202	1.0034944876853304	0.9580222699081701	0.9362358403592499	0.7754062044459548	0.6678583021919031	0.808789900348119	0.9415879451392494
P61604	0	0	12	0	0	0	0	0	0.9999999999999962	0.9781104511185397	1.037146848940245	0.9981660696925121	1.0023724432987577	0.895588641434698	0.8201306328688298	0.5301593254712691	0.6798048699116714	0.7934711426895003
P27708	0	0	14	0	0	0	0	0	0.9999999999999962	1.022980563908681	0.8829878779221906	0.7763870875222383	0.6277668837265491	0.4397349259342187	0.1927149506143557	0.1511655149584156	0.12636828839031003	0.1471142193765634
O43776	0	0	21	0	0	0	0	0	0.9999999999999962	1.0334606926958496	1.0438231708007473	1.046172254597439	1.0498228724869432	0.9642749389633865	0.7153080398738977	0.18779398277766263	0.1259292572247914	0.13965248612107603
P30153	0	0	17	0	0	0	0	0	0.9999999999999962	0.98959157931829	1.0028152858071568	1.0154435588444013	1.0300885306133547	0.7867551650242853	0.3459914662568123	0.21197538270928296	0.13434062915754263	0.1270974911209723
Q5T4S7	0	0	20	0	0	0	0	0	0.9999999999999962	1.059598713968113	0.9583493371742118	0.8454642105682197	0.6628650602839059	0.4722214601935486	0.23147178134988952	0.19373013924691918	0.1310348117059221	0.1352212086704273
Q9Y4L1	0	0	20	0	0	0	0	0	0.9999999999999962	1.052285973489585	1.061414693870629	0.9059295594638366	0.5149295436495264	0.3978302926403616	0.23345148559461606	0.17386486110933355	0.14447178211283873	0.1450234668702857
P07384	0	0	24	0	0	0	0	0	0.9999999999999962	1.0161316756684105	0.9876299262813083	0.9103773344301128	0.9059563723105474	0.8160981133603524	0.645278799846023	0.44176320549955905	0.3614781999990309	0.14635791542065846
P35998	0	0	19	0	0	0	0	0	0.9999999999999962	0.9670481511248906	0.9756964209047623	0.9619049188140084	0.9313159548608637	0.8422151939939571	0.4958406316420831	0.29388739330688196	0.1846111513550085	0.17020856326796183
P55786	0	0	22	0	0	0	0	0	0.9999999999999962	0.9321807029669621	0.9820784887738422	0.9651343341203953	0.94635058826759	0.7440445922521153	0.4183564724439327	0.22195070651522927	0.15728073442868234	0.14396324400369373
P50454	0	0	17	0	0	0	0	0	0.9999999999999962	0.9809197413109637	0.9754519815654311	0.9984897147994701	0.8998633776307498	0.7153788862525363	0.3086100518310783	0.1680736342127378	0.15639249587857673	0.1514843637129935
P25789	0	0	14	0	0	0	0	0	0.9999999999999962	0.961163614829168	0.9974723747503049	1.0544498299960536	1.0089985888683102	1.0164531908165244	0.8776559957785469	0.6917875643738258	0.886111720320323	1.1530543738631727
Q9BXJ9	0	0	21	0	0	0	0	0	0.9999999999999962	1.024150141674219	1.005506435500363	1.0098489544773819	0.893549807011116	0.5315107565798124	0.19604463817498782	0.1415108230152736	0.12389982839345354	0.1303200795704981
